gene_raw	rna_log2fc	rna_fdr	gene_name
LINC02577	7.435753878252213	3.310904386984461e-53	LINC02577
RPL37P11	4.951336785700389	3.518881210438176e-53	RPL37P11
RIN1	2.0619643564442653	3.712339868012043e-53	RIN1
PTPN22	2.0459693655357154	3.9479933310592763e-53	PTPN22
RAET1E	-1.8481556632652407	4.007557391563036e-53	RAET1E
MRLN	-4.475001669677528	4.155069137469008e-53	MRLN
TUBA3E	6.302137828963784	4.1742023174508993e-53	TUBA3E
TRDC	2.2922935248337737	4.542120374732498e-53	TRDC
NDUFS1	-1.2185082469277395	4.678885550678524e-53	NDUFS1
IL15RA	1.4713448307102677	4.826767280605502e-53	IL15RA
UNC5B	1.7477916489744871	4.83794921572959e-53	UNC5B
MICAL1	1.4824214734069994	4.8553607296937115e-53	MICAL1
UGT2A1	-6.271769280161334	4.994901334096606e-53	UGT2A1
RGS10	1.611114165937332	5.306496666844569e-53	RGS10
AC010319.1	2.0177501775093467	5.356491670942526e-53	AC010319.1
PDE1B	1.6464555339405438	5.375464204998627e-53	PDE1B
SLC9A3-AS1	3.2334079156813385	5.402215256898224e-53	SLC9A3-AS1
MT1G	-4.449420307631672	5.919316183148751e-53	MT1G
GNA15	1.7847977693881958	6.298541970908552e-53	GNA15
DLX6	2.603159105124774	6.814145169596866e-53	DLX6
RAP2B	1.1954481372539076	6.840029234608943e-53	RAP2B
ARHGEF6	1.1527034423142637	7.02481748074596e-53	ARHGEF6
AC062015.1	-6.619283243174007	7.172184134785301e-53	AC062015.1
AC020907.4	2.9949080160017023	7.2212583621714715e-53	AC020907.4
RTEL1-TNFRSF6B	2.509398511540399	7.42219396677189e-53	RTEL1-TNFRSF6B
ADAMTS10	2.1755465779880545	7.677019451594645e-53	ADAMTS10
PRR11	2.037223765873514	8.1781552434621845e-53	PRR11
VSIR	1.187579465888443	9.192994508364365e-53	VSIR
MMP16	2.732409410692438	9.646219017476833e-53	MMP16
CD99P1	1.426877249363344	9.682310461158e-53	CD99P1
MARCHF3	1.4353544147442556	9.816272651007098e-53	MARCHF3
LINC01275	2.6877609350633893	9.827381356607036e-53	LINC01275
BX640514.2	2.293555265813876	1.0094881677110649e-52	BX640514.2
OAT	-1.214589939742731	1.0197607669460557e-52	OAT
GAS5	1.679260150986227	1.1592758826383277e-52	GAS5
Z99289.1	3.4437944059511736	1.291252996354978e-52	Z99289.1
LAMA5-AS1	3.20580548882177	1.3002750315162696e-52	LAMA5-AS1
TYRP1	-5.419264799885385	1.302379066078408e-52	TYRP1
AC068707.1	-2.874236714107796	1.3307205120718585e-52	AC068707.1
RNF43	-2.292368423136952	1.3423112655379004e-52	RNF43
PIMREG	2.309434186505864	1.356750452629569e-52	PIMREG
SH2B3	1.2531053232854807	1.506143274256524e-52	SH2B3
SCAT1	4.059142824753509	1.532881069881809e-52	SCAT1
S1PR4	1.8202827788557057	1.5754370756075e-52	S1PR4
AC120114.3	2.321522532235873	1.6982004514076312e-52	AC120114.3
LINC02446	3.429505938371073	1.719944035151069e-52	LINC02446
TNK2	1.4073709847086666	1.8122879000527704e-52	TNK2
ABCG1	1.278844844247014	1.8868653400357186e-52	ABCG1
MAP3K7CL	2.115352032878868	1.981562433724581e-52	MAP3K7CL
OAS1	1.4612760044563582	2.1128326572135998e-52	OAS1
AQP3	-2.205228532758441	2.120729804824396e-52	AQP3
CYTOR	1.781017160902166	2.1390950458859258e-52	CYTOR
ENTPD3	-3.179112737217924	2.530863785058202e-52	ENTPD3
TRIM22	1.3600099761542257	2.6705951536050526e-52	TRIM22
PCCA	-1.5366316444495076	2.6762368287626666e-52	PCCA
CMTM4	-1.8997601723479784	2.796910377925935e-52	CMTM4
C9orf139	2.323544935427232	2.866328685085153e-52	C9orf139
AL359853.1	3.405204710598512	2.927191481482026e-52	AL359853.1
NCAPH	1.9442301376198556	2.9655652540660294e-52	NCAPH
CDKL1	-1.4624840285752347	3.2132455065118938e-52	CDKL1
NMB	2.585249992604698	3.3067553804088937e-52	NMB
CEACAM21	1.8579640873904584	3.3606268307622834e-52	CEACAM21
AC008079.1	2.2444528503274985	3.374197157872998e-52	AC008079.1
AL022322.1	2.7119319930694714	3.645987255552989e-52	AL022322.1
TNNC1	-3.3416737247620536	3.9811935454708514e-52	TNNC1
DUXAP10	2.8714600444091536	4.1438440786769214e-52	DUXAP10
ERFL	3.092345049635279	4.2050402508398624e-52	ERFL
C3AR1	1.864545904179454	4.517133827544534e-52	C3AR1
LINC00240	1.9396604905748456	5.0181940724785604e-52	LINC00240
TET3	1.012160815224588	5.129817534479644e-52	TET3
NKD1	-2.827618805224831	5.770650272373253e-52	NKD1
AL139351.3	3.662074911487312	5.834894898386216e-52	AL139351.3
PROZ	-4.100453356410218	5.8700727220337e-52	PROZ
LINC00379	-4.4260247590599935	6.504978991190736e-52	LINC00379
HLA-DPA1	1.8306663678095416	6.682455669810166e-52	HLA-DPA1
DEPDC1	2.406833609902749	7.195541680289044e-52	DEPDC1
AC013486.1	1.9948008599461096	7.683933928753887e-52	AC013486.1
LINC01012	2.4448673639081786	8.060700576402027e-52	LINC01012
AC244035.1	3.1663362914284865	8.614803241605075e-52	AC244035.1
FAM217A	-2.400127556862309	8.842352563393035e-52	FAM217A
AC099552.5	-4.073311532353619	9.102421983704144e-52	AC099552.5
AC011899.2	2.959813873126795	9.28159764848058e-52	AC011899.2
ACTRT3	-1.7708776399568191	1.00469272736596e-51	ACTRT3
GAS1RR	-2.1070828727261826	1.0770190049449152e-51	GAS1RR
GZMM	2.084690978604437	1.1151881720512472e-51	GZMM
HLA-DRA	1.7093152992607938	1.1760925119705421e-51	HLA-DRA
PCDH17	1.9847524982603848	1.1946530099937285e-51	PCDH17
PYCARD	2.0776973383005624	1.304033184791314e-51	PYCARD
LINC02121	-8.11840931125881	1.3330523407357112e-51	LINC02121
H2AC13	3.8518760148156495	1.4622499425600713e-51	H2AC13
TTC24	3.834882009228193	1.5206778876045532e-51	TTC24
FBP1	-2.413003594398315	1.5572613676788134e-51	FBP1
ESRRG	-3.07264948253814	1.6252206007356758e-51	ESRRG
SEZ6L2	2.281988529847163	1.927584614336904e-51	SEZ6L2
AL022069.2	-2.26652537931412	1.9414752396726516e-51	AL022069.2
AC078802.1	-1.8798646418556944	1.9565767816437106e-51	AC078802.1
MYBPH	-3.2306144986313914	2.013912453065684e-51	MYBPH
P4HA3	2.8617312095833234	2.0254812741717975e-51	P4HA3
NCF2	1.7311258103567218	2.054754142014061e-51	NCF2
AC009549.1	2.4486093823445314	2.076271279740287e-51	AC009549.1
EVI2A	1.8780090290168323	2.312260862286254e-51	EVI2A
GRAMD4	1.7555656218557532	2.323440160771437e-51	GRAMD4
LARS2	-1.3981895624524538	2.442186965027403e-51	LARS2
COL5A2	2.058054997105493	2.4455897630569946e-51	COL5A2
CORO1C	1.055351869633676	2.485849462257459e-51	CORO1C
ORAOV1P1	2.6274778663529257	2.6560439597920464e-51	ORAOV1P1
PCLAF	2.0501919735945155	2.699654985195545e-51	PCLAF
P3H1	1.3273117562070422	2.700777578573001e-51	P3H1
LRBA	-1.2144985644796684	2.7103116963510313e-51	LRBA
PAK6	-3.383887798851468	2.8521364743333114e-51	PAK6
AL589794.2	-2.0692773387956063	2.971485555288443e-51	AL589794.2
GGACT	-2.454561152714091	3.052568216189988e-51	GGACT
TRIP13	1.7763435648413186	3.439403567764393e-51	TRIP13
UBAP1L	2.1740532822215983	3.893470592634016e-51	UBAP1L
STAB1	1.6592218284269256	4.385245140905227e-51	STAB1
Z94721.1	2.7612690766464	4.420328160044663e-51	Z94721.1
AC135977.1	-1.8598202135392692	4.5166551914988663e-51	AC135977.1
CAND2	-1.8451278363479104	4.6275659143411866e-51	CAND2
ATP1B1	-1.4027985379324293	4.7066562459493607e-51	ATP1B1
AC025171.4	2.5441030012916763	4.7329763032132574e-51	AC025171.4
PHKG1	1.9798931960597768	5.0678673714375885e-51	PHKG1
AL391422.4	1.3172847337645164	5.134538722050616e-51	AL391422.4
KSR2	-3.229633037994612	5.252348884810787e-51	KSR2
SLC17A4	3.58601519602023	5.375370729091975e-51	SLC17A4
AC009879.4	-2.53014886002498	5.698254385654029e-51	AC009879.4
FDXR	1.4043130751280293	5.955797715446639e-51	FDXR
RASD1	-2.5280131673718333	6.074510911886642e-51	RASD1
AC243960.1	2.284561472825884	6.331115672974119e-51	AC243960.1
AP3S1	1.026944170804164	6.489550666099499e-51	AP3S1
DEFB131E	4.7408912536693375	7.003150955175613e-51	DEFB131E
CCR5AS	2.186048906360556	7.439879735483808e-51	CCR5AS
AC069499.1	2.591213681356205	7.957468625057466e-51	AC069499.1
CD52	2.105273577316436	8.279787005043576e-51	CD52
CXCL5	5.019460214024536	8.341227772752999e-51	CXCL5
NRP2	1.6909435312376289	8.382098523295072e-51	NRP2
AC127540.2	3.7398617864788	8.423709826061198e-51	AC127540.2
PDHA1	-1.155972991376755	8.7601828421102e-51	PDHA1
LCP1	1.8293017065082944	9.137761211397629e-51	LCP1
FOXD2-AS1	1.5355318123808304	9.231985351430465e-51	FOXD2-AS1
ITLN1	-3.653688450879709	1.0328786114801665e-50	ITLN1
LINC01152	2.7799511252919213	1.0368021766860065e-50	LINC01152
OGFR	1.0524800369947327	1.078274450049823e-50	OGFR
MYORG	-1.5375773210573027	1.1336121969392746e-50	MYORG
DCXR	-2.0787065284038286	1.2055977977128672e-50	DCXR
MSR1	2.0549531278883992	1.2250277636198512e-50	MSR1
RAPGEF3	-1.7255241096801386	1.226755762574447e-50	RAPGEF3
KRTCAP2	2.2634942498578043	1.2869030237258466e-50	KRTCAP2
AHSA2P	2.113364311300315	1.3007205481529628e-50	AHSA2P
SH2D1A	2.464274096030524	1.3535046211887866e-50	SH2D1A
GATA3-AS1	-5.323307852335008	1.465622277175829e-50	GATA3-AS1
CCDC160	-2.401179705668826	1.482675012301381e-50	CCDC160
F2	5.428588403891392	1.5224859225152798e-50	F2
PLD4	2.258852664636789	1.5891444430725597e-50	PLD4
AC099568.2	-1.738138327156672	1.6087750403095585e-50	AC099568.2
RNA5SP18	3.4724329968077225	1.825745595434441e-50	RNA5SP18
RAPGEFL1	1.7976875812203084	1.9064208180908704e-50	RAPGEFL1
AC005041.1	-2.2379315006950558	1.9550062401010465e-50	AC005041.1
SLC2A12	-3.3443409014685472	1.967220127211993e-50	SLC2A12
CD99	1.2748590055292168	2.0094443656751613e-50	CD99
AC009159.2	2.9440588536167653	2.080122800489678e-50	AC009159.2
DUSP4	1.8852187687738668	2.0941652324802718e-50	DUSP4
FJX1	1.5115500824774797	2.1707090282928692e-50	FJX1
PEBP1	-1.2041024629893275	2.236958795395549e-50	PEBP1
RTP2	5.247549638851695	2.278622787199863e-50	RTP2
TRAM1L1	-1.5093865870029084	2.280643765397105e-50	TRAM1L1
C5orf67	-2.8000533277265167	2.2999876648419453e-50	C5orf67
AANAT	2.632352639689224	2.3406019403049204e-50	AANAT
AC004494.1	2.9109330559610944	2.3573986299713307e-50	AC004494.1
RBIS	1.1197657184970984	2.4536196697009543e-50	RBIS
SIX1	2.434530526915285	2.4721480754073305e-50	SIX1
ARHGEF1	1.1854520309938084	2.61981074872104e-50	ARHGEF1
CETN4P	-1.8048862394676817	2.8105220677456345e-50	CETN4P
GIMAP4	1.2933436624102184	2.9647035808355533e-50	GIMAP4
AC009951.4	3.054681501094762	3.0206150029018297e-50	AC009951.4
PROCR	1.6052328114672083	3.153583375830924e-50	PROCR
ALDOC	2.227780304267153	3.520890857332523e-50	ALDOC
AC068831.6	2.3129233480680824	3.633567398698977e-50	AC068831.6
C17orf49	1.9303612069731089	3.684388176024351e-50	C17orf49
GRIK2	-2.7958950090156325	3.7011951738193376e-50	GRIK2
CTHRC1	3.145227147803196	3.811903336490471e-50	CTHRC1
FGR	1.5274086998927752	4.267296330683487e-50	FGR
AC079848.1	-1.7282950817030591	4.583213416907655e-50	AC079848.1
PADI2	-2.4794216766114974	4.596956966260946e-50	PADI2
LINC01976	-5.513988596233195	4.625967751731144e-50	LINC01976
AC124944.1	2.885336282351505	4.649868102259439e-50	AC124944.1
TRIM59	1.1670098151371364	4.649868102259439e-50	TRIM59
RAD51	1.5977289633359912	4.838657212425919e-50	RAD51
HPCAL4	-3.989661674498608	4.874024118880409e-50	HPCAL4
TCIRG1	1.4512400070458475	4.9666389904644645e-50	TCIRG1
AXL	1.5952488958654611	5.105270771651438e-50	AXL
LINC02473	4.447950447396226	5.107622885385256e-50	LINC02473
MACORIS	1.9629312949294064	5.217735761354424e-50	MACORIS
TMC1	-2.178966643456389	5.546707958988826e-50	TMC1
RBM46	3.6311297759530574	5.765388267537038e-50	RBM46
IRF7	1.7707630980261606	5.773537292314293e-50	IRF7
AC004817.3	4.1303419803362384	6.172699452178444e-50	AC004817.3
IGSF10	-2.771110157864125	6.351576536032853e-50	IGSF10
DNAJC3-DT	-1.3614042588095543	6.354780132917906e-50	DNAJC3-DT
FLT1	1.8645832164656773	6.37464848648157e-50	FLT1
STMN3	2.1479279207661266	6.496580003144872e-50	STMN3
PRRT2	2.399872435600459	6.683729708821471e-50	PRRT2
CTSV	-2.877104519183089	6.758153455009374e-50	CTSV
CDON	2.093295961607688	6.955014338465173e-50	CDON
PFDN5	2.200379177286001	8.008264297781146e-50	PFDN5
GRB10	1.4304970535818262	8.071885612487869e-50	GRB10
NBPF15	1.2294702708136989	8.10704103297118e-50	NBPF15
GALNT3	-2.585019210724816	8.898570164028548e-50	GALNT3
KIF20A	2.367685491692791	8.96594164405721e-50	KIF20A
CD5L	4.843494399934649	9.001493509443228e-50	CD5L
MRAP2	-3.372763701164594	9.97678395990748e-50	MRAP2
CXCL13	4.200645501325633	1.0579097994203877e-49	CXCL13
CARMIL2	2.537308754194138	1.0748656128740877e-49	CARMIL2
AC020779.2	-2.0978993474483865	1.107344020192886e-49	AC020779.2
TACC3	1.482610844191819	1.1092721804156511e-49	TACC3
LINC01141	2.722010358347948	1.126319268905973e-49	LINC01141
XCL2	2.562893727190503	1.1761206921637688e-49	XCL2
MYH15	2.387612464943877	1.1819819345879165e-49	MYH15
CD180	2.11889863304542	1.2073165990265922e-49	CD180
CDH26	1.6125900547036358	1.2808781010760446e-49	CDH26
AC090578.1	5.883361146730906	1.3186970498586868e-49	AC090578.1
TMEM207	-8.219288583314496	1.3674154899322569e-49	TMEM207
VWA8	-1.1730109909527662	1.4164230365503968e-49	VWA8
AC026369.3	3.8488272080612074	1.4442858636001052e-49	AC026369.3
PAQR4	1.7293367446605794	1.5298426599826536e-49	PAQR4
AC018695.9	3.6474086978024927	1.5376235010864198e-49	AC018695.9
SLC43A3	1.7041257898985531	1.6205606866480776e-49	SLC43A3
ADAMTS7P3	2.468237795962963	1.6883993010943468e-49	ADAMTS7P3
AC000068.1	-1.761076351282141	1.746309629570881e-49	AC000068.1
CGN	-2.4571758452101267	1.75936820941791e-49	CGN
CCDC142	1.142935365901801	1.7811700515277667e-49	CCDC142
RTP4	1.7222057427964497	1.8084165601860485e-49	RTP4
P4HB	1.2864204534212087	1.9031549961975547e-49	P4HB
AC083862.2	1.7485076290730983	1.9187237464963827e-49	AC083862.2
IFI44	1.55348014309909	1.9485766924810413e-49	IFI44
SSC4D	-2.148854976574512	1.9798337942921258e-49	SSC4D
NFKBID	2.181533788983034	1.993489147419888e-49	NFKBID
RRN3P1	1.690193528202654	2.1434167102904917e-49	RRN3P1
HSD17B7	1.687257294195314	2.3771115072661338e-49	HSD17B7
IL32	1.9782189369162957	2.4763360110324027e-49	IL32
SAT2	-1.15176867330947	2.738172910693021e-49	SAT2
RIPPLY1	-2.7802728362217333	2.8096219495545026e-49	RIPPLY1
PAQR6	2.599511064559409	2.8543480249596085e-49	PAQR6
AGER	2.100881623133447	2.908161968956382e-49	AGER
NKPD1	2.6543975207902304	2.94345691457264e-49	NKPD1
UBE2L6	1.1068999936205524	2.9876644550223595e-49	UBE2L6
POLQ	2.1466047115515567	2.9913505160869338e-49	POLQ
AC096667.1	2.3060239113379453	3.0565991756785165e-49	AC096667.1
CBLN3	1.6226134995384234	3.228905591788336e-49	CBLN3
ACOX2	-1.904264060297557	3.268205181159157e-49	ACOX2
AC064843.1	-4.910479290811858	3.667315439730045e-49	AC064843.1
SH3GL1	1.1087155780049582	3.699874819935242e-49	SH3GL1
PRRT1B	-2.7383849560365032	3.806044228462291e-49	PRRT1B
SLC13A3	-4.697134728595788	3.83772992994827e-49	SLC13A3
DCSTAMP	3.0002786430221517	4.00176974902554e-49	DCSTAMP
RGL4	2.076261050198793	4.0528295436314806e-49	RGL4
ATG9B	2.969144606220018	4.0713518741040736e-49	ATG9B
AL359762.1	-1.5470467241073218	4.082866401985057e-49	AL359762.1
KCNMA1	2.38166814061554	4.104513481227838e-49	KCNMA1
TUBA5P	-2.3020293709415043	4.225862147264421e-49	TUBA5P
SPTSSB	-3.5149456113756927	4.342250354757553e-49	SPTSSB
AC099548.2	1.7859234008730014	4.530884276355664e-49	AC099548.2
LINGO1	1.958885229800688	4.5708936277464485e-49	LINGO1
RDH10	-1.652853085769261	4.61518128510264e-49	RDH10
PKD2L1	3.256001393445055	4.64099827653192e-49	PKD2L1
AL590428.1	2.078422964119728	5.1344077876755735e-49	AL590428.1
LRRC71	3.014070163647919	5.241944931883118e-49	LRRC71
ZP1	4.674317490075466	5.26356560468735e-49	ZP1
TRAF3IP2	1.0598987916663865	5.7981799323755486e-49	TRAF3IP2
CLCNKA	-4.965549560202826	6.256239584176037e-49	CLCNKA
AC022210.1	2.130043787029249	6.385230972177136e-49	AC022210.1
MICB	1.3009482807138912	6.4472387601415295e-49	MICB
ADSS1	2.4588573824490902	6.476670170916263e-49	ADSS1
LINC02076	2.9534866674624505	6.900796643285639e-49	LINC02076
TMEM72	-3.031545437376663	7.058208592429544e-49	TMEM72
AC103563.9	-1.8374256944347125	7.238612758949695e-49	AC103563.9
TSPAN4	1.200650837036728	7.241516527792128e-49	TSPAN4
LINC01638	4.248427430323559	7.327619300513376e-49	LINC01638
AC007098.1	2.335608010690333	7.431041748217255e-49	AC007098.1
LRRC2	-3.4309469292169057	7.741305995792299e-49	LRRC2
ADPGK-AS1	2.258776384094644	7.764281353436567e-49	ADPGK-AS1
MYH10	-1.7453341669817093	8.196659673247688e-49	MYH10
NUDT10	-2.6869830985988417	8.530795901453368e-49	NUDT10
AL158212.3	-1.38547138945915	9.856304719098467e-49	AL158212.3
AC108676.1	2.7058909231297767	1.0145306588773524e-48	AC108676.1
AL031123.3	-2.135762475934943	1.0538951745591592e-48	AL031123.3
SLA	1.7743549726506982	1.0612584606768264e-48	SLA
ALDOB	-4.733702373808352	1.0764313418435191e-48	ALDOB
TRMT1	1.1799437900401812	1.1029584547977114e-48	TRMT1
AF127936.1	2.348208861677582	1.1572256589768342e-48	AF127936.1
RAP1GAP	-2.5801264443565	1.1675140818097052e-48	RAP1GAP
SLAMF8	2.4629568067550824	1.1675140818097052e-48	SLAMF8
CDCA7L	1.726743294588601	1.1826325478250064e-48	CDCA7L
SIPA1	1.1045152164947432	1.1848015494989959e-48	SIPA1
B3GNTL1	1.3134675720101143	1.2088093396798959e-48	B3GNTL1
ANKZF1	1.4490507296890516	1.2118786347900002e-48	ANKZF1
DYSF	1.4724483287785344	1.2601544405987814e-48	DYSF
BRWD1-AS2	-1.6220112096692272	1.2621718609767902e-48	BRWD1-AS2
AC063976.2	2.6674020023030067	1.4206189354230218e-48	AC063976.2
NPIPB4	2.082329408920227	1.4572551410289992e-48	NPIPB4
LINC01488	2.8576935793073	1.5279255780731123e-48	LINC01488
ARHGAP33	2.1074511529397664	1.5794050911823075e-48	ARHGAP33
AC010198.1	-3.1642856983319936	1.6130295515801246e-48	AC010198.1
AC027601.1	2.6093748828896977	1.613800586581987e-48	AC027601.1
MKI67	2.2177280370548416	1.7843146198756813e-48	MKI67
TBC1D4	-1.4839366762160755	1.801469926475085e-48	TBC1D4
AC006963.1	-2.2287542722008413	1.8079260816213305e-48	AC006963.1
TTC4P1	4.6701169960203455	1.9335563423581947e-48	TTC4P1
LINC00845	-3.221078622215836	1.9391368690127967e-48	LINC00845
HMGN1P17	-3.0558929880695422	2.2415230001161092e-48	HMGN1P17
FAS	1.2275671271076896	2.2415230001161092e-48	FAS
CD5	2.1075113343540464	2.3002261201995182e-48	CD5
AP002954.1	2.887687750602205	2.3673627581275688e-48	AP002954.1
POU5F1P3	2.5977520086366805	2.4082287311532556e-48	POU5F1P3
TBC1D30	-1.266345035970821	2.4111992358794724e-48	TBC1D30
CMTM3	1.5164182657887484	2.438483789187649e-48	CMTM3
SIGLEC7	2.0878645121005386	2.4840425784328964e-48	SIGLEC7
AC026691.1	-1.3799428552580442	2.5103997596818566e-48	AC026691.1
TNIP1	1.040929375828702	2.5571901479738163e-48	TNIP1
COL6A2	1.9739697151039952	2.6011356495929024e-48	COL6A2
LACTB2-AS1	2.0408954171564826	2.63863310215778e-48	LACTB2-AS1
LAIR2	3.4712339595926167	2.654053864095741e-48	LAIR2
FAM110A	1.1302867964909311	2.6571299862010882e-48	FAM110A
VDAC2P3	-3.707969809120435	2.669243091849213e-48	VDAC2P3
TAP2	1.1560261673757002	2.6859791018608864e-48	TAP2
AC079209.1	3.0098780779685588	2.7689132951068694e-48	AC079209.1
AL121574.1	-1.718743459867613	2.7910594460591554e-48	AL121574.1
AL352979.4	-1.6173487593016802	2.8187434079498563e-48	AL352979.4
RABGAP1L-DT	-1.6245555800582856	2.8406262238839936e-48	RABGAP1L-DT
CTSLP1	-3.7813676712457456	2.9034091388514517e-48	CTSLP1
NLGN1	2.004189839370058	2.9329374890004925e-48	NLGN1
AC092617.1	2.830867016701319	2.984128858930503e-48	AC092617.1
POPDC2	1.5421680173153651	3.1651588475507545e-48	POPDC2
CRIP1	2.081776139742759	3.335927622010294e-48	CRIP1
KIAA0319	2.824761357286313	3.5099343206595166e-48	KIAA0319
FIBCD1	4.383983250223722	3.581325216285481e-48	FIBCD1
ECHS1	-1.3275764718285128	3.652557433441497e-48	ECHS1
AC007255.1	-2.5658517983908653	4.2783551557570396e-48	AC007255.1
SLC9A5	1.7688883439873857	4.384572958406728e-48	SLC9A5
LINC01929	3.405064746565522	4.5865918557919047e-48	LINC01929
NRL	-1.2456276485965132	4.5940402513362116e-48	NRL
ARHGAP42	1.3175914494471814	4.60425156971449e-48	ARHGAP42
IL3RA	1.4446233454684247	4.7038494026751967e-48	IL3RA
SEMA6A-AS1	2.299113140146228	4.9112624769104835e-48	SEMA6A-AS1
SNORD99	3.5993506557889	5.0224131373916697e-48	SNORD99
SPACA9	-1.1851466794032075	5.0900725174813125e-48	SPACA9
AC040162.1	2.019745963303212	5.109766506021929e-48	AC040162.1
PLEKHG4	2.1145551245030787	5.2015928682303576e-48	PLEKHG4
BRIP1	1.8030620171467648	5.385118145658748e-48	BRIP1
AL355377.3	2.7696269187064804	5.431432499883333e-48	AL355377.3
AC243962.1	3.4288397748651653	5.660494991478372e-48	AC243962.1
PXDC1	1.1811154406176634	6.400424825726663e-48	PXDC1
PIPOX	-2.986111561396464	6.458166378465225e-48	PIPOX
AL136376.1	-3.190397177236808	6.727797039709767e-48	AL136376.1
AC092809.4	2.6096717377058467	6.848208835557464e-48	AC092809.4
AC027559.1	1.820618069990088	7.264994674838126e-48	AC027559.1
AF111169.3	2.535366521875962	7.561637210095141e-48	AF111169.3
FABP5	1.9323688862730688	7.786694126971367e-48	FABP5
RHOG	1.0124719916915443	7.986364562538392e-48	RHOG
TNNT1	4.720657191456544	8.105217508596263e-48	TNNT1
MYO3B	-3.802397313226265	8.237602493673144e-48	MYO3B
GAL3ST3	-4.422096659282037	8.535966948600189e-48	GAL3ST3
MCUB	1.6311111128745328	8.71314978955434e-48	MCUB
COL4A5	-2.323549581475912	8.769524936136643e-48	COL4A5
HLA-DRB1	1.6034369834770166	9.097776515232139e-48	HLA-DRB1
LINGO3	2.5168799790631624	9.317590598389359e-48	LINGO3
CRYGS	2.1244151342900803	9.595829967852615e-48	CRYGS
MS4A4A	1.90448095012676	9.619847056437347e-48	MS4A4A
AL162171.1	-1.697870398394158	9.844831347888083e-48	AL162171.1
FGG	6.198443229762676	1.0256531282009051e-47	FGG
FDFT1	-1.018288555936744	1.06826979801777e-47	FDFT1
FMO4	-1.3971844245049032	1.0884992907469211e-47	FMO4
AP006287.3	-3.980748976906833	1.1114641521044326e-47	AP006287.3
PAQR8	-1.3484995046996897	1.1206298455111002e-47	PAQR8
MTFP1	1.6786940221535245	1.121344876378148e-47	MTFP1
ABLIM3	1.9812392605046971	1.1224996254784702e-47	ABLIM3
NLRC3	1.2999684441125774	1.1389809475724154e-47	NLRC3
NHSL1	-1.274298833866489	1.1390078340588067e-47	NHSL1
